symbol_tv,interval,time,open,high,low,close,volume,datetime,tf_label
CAPITALCOM:GBPCHF,5,2025-09-19 02:35:00,1.07356,1.07406,1.07356,1.07386,232.0,2025-09-19 02:35:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 02:40:00,1.07386,1.07386,1.07369,1.07374,180.0,2025-09-19 02:40:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 02:45:00,1.07374,1.07388,1.07371,1.07384,169.0,2025-09-19 02:45:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 02:50:00,1.07384,1.07402,1.07383,1.07397,131.0,2025-09-19 02:50:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 02:55:00,1.07397,1.07403,1.07391,1.07399,384.0,2025-09-19 02:55:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:00:00,1.07401,1.07406,1.07397,1.07402,255.0,2025-09-19 03:00:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:05:00,1.07401,1.07405,1.07392,1.07405,221.0,2025-09-19 03:05:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:10:00,1.07404,1.07413,1.07402,1.07413,199.0,2025-09-19 03:10:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:15:00,1.07412,1.07423,1.0741,1.07419,255.0,2025-09-19 03:15:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:20:00,1.07418,1.07424,1.07407,1.07409,267.0,2025-09-19 03:20:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:25:00,1.07408,1.07414,1.07406,1.07412,220.0,2025-09-19 03:25:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:30:00,1.07411,1.07417,1.074,1.07403,236.0,2025-09-19 03:30:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:35:00,1.07403,1.07407,1.07394,1.07406,168.0,2025-09-19 03:35:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:40:00,1.07407,1.07407,1.07388,1.07389,237.0,2025-09-19 03:40:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:45:00,1.07389,1.0742,1.07385,1.07398,789.0,2025-09-19 03:45:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:50:00,1.07398,1.074,1.07378,1.07399,680.0,2025-09-19 03:50:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 03:55:00,1.07399,1.074,1.07376,1.07391,552.0,2025-09-19 03:55:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:00:00,1.07391,1.07407,1.07374,1.07405,645.0,2025-09-19 04:00:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:05:00,1.07404,1.07419,1.07377,1.07384,571.0,2025-09-19 04:05:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:10:00,1.07383,1.0741,1.07376,1.07401,434.0,2025-09-19 04:10:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:15:00,1.074,1.07418,1.07394,1.07412,357.0,2025-09-19 04:15:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:20:00,1.07412,1.07421,1.07397,1.07401,561.0,2025-09-19 04:20:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:25:00,1.07402,1.07419,1.07394,1.07395,323.0,2025-09-19 04:25:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:30:00,1.07394,1.07424,1.07392,1.07424,288.0,2025-09-19 04:30:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:35:00,1.07422,1.07425,1.07404,1.0741,215.0,2025-09-19 04:35:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:40:00,1.0741,1.07423,1.07401,1.07409,349.0,2025-09-19 04:40:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:45:00,1.07409,1.07422,1.07402,1.0742,276.0,2025-09-19 04:45:00+00:00,M5
CAPITALCOM:GBPCHF,5,2025-09-19 04:50:00,1.07421,1.07422,1.07406,1.07414,219.0,2025-09-19 04:50:00+00:00,M5
CAPITALCOM:GBPCHF,60,2025-09-15 00:00:00,1.07973,1.07982,1.07937,1.07967,1498.0,2025-09-15 00:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 01:00:00,1.07966,1.08017,1.07959,1.08006,2693.0,2025-09-15 01:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 02:00:00,1.08007,1.08038,1.08002,1.08032,1831.0,2025-09-15 02:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 03:00:00,1.08029,1.08049,1.08014,1.08018,1711.0,2025-09-15 03:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 04:00:00,1.08018,1.08042,1.08011,1.08021,1370.0,2025-09-15 04:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 05:00:00,1.08022,1.0804,1.08003,1.08012,1945.0,2025-09-15 05:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 06:00:00,1.08016,1.08087,1.08015,1.08059,2659.0,2025-09-15 06:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 07:00:00,1.08059,1.0821,1.08045,1.08158,3191.0,2025-09-15 07:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 08:00:00,1.08157,1.08237,1.08103,1.08117,2953.0,2025-09-15 08:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 09:00:00,1.08118,1.08155,1.08076,1.08112,3102.0,2025-09-15 09:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 10:00:00,1.08111,1.0819,1.08075,1.08164,3142.0,2025-09-15 10:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 11:00:00,1.08162,1.08274,1.08144,1.08217,2715.0,2025-09-15 11:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 12:00:00,1.08216,1.08238,1.08142,1.08196,4319.0,2025-09-15 12:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 13:00:00,1.08196,1.08225,1.0807,1.08074,4015.0,2025-09-15 13:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 14:00:00,1.08075,1.08099,1.07977,1.07994,4380.0,2025-09-15 14:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 15:00:00,1.07997,1.08021,1.07949,1.08004,3662.0,2025-09-15 15:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 16:00:00,1.08003,1.08054,1.07987,1.08051,2987.0,2025-09-15 16:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 17:00:00,1.08053,1.08064,1.08012,1.08037,2288.0,2025-09-15 17:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 18:00:00,1.08035,1.08052,1.08008,1.08038,2220.0,2025-09-15 18:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 19:00:00,1.08039,1.08111,1.08018,1.08096,2161.0,2025-09-15 19:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 20:00:00,1.08095,1.08104,1.08003,1.08026,2543.0,2025-09-15 20:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 21:00:00,1.07905,1.08028,1.07828,1.07984,1764.0,2025-09-15 21:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 22:00:00,1.07983,1.08103,1.07983,1.08099,1673.0,2025-09-15 22:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-15 23:00:00,1.081,1.08102,1.08078,1.0808,1245.0,2025-09-15 23:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 00:00:00,1.08081,1.08108,1.08044,1.0805,2830.0,2025-09-16 00:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 01:00:00,1.08051,1.08083,1.08037,1.08048,3178.0,2025-09-16 01:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 02:00:00,1.08048,1.08067,1.08037,1.08042,3589.0,2025-09-16 02:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 03:00:00,1.08038,1.08082,1.08028,1.08063,2934.0,2025-09-16 03:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 04:00:00,1.08063,1.08074,1.0805,1.08055,2699.0,2025-09-16 04:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 05:00:00,1.08056,1.08076,1.08035,1.08035,3282.0,2025-09-16 05:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 06:00:00,1.08041,1.08094,1.08,1.08008,3375.0,2025-09-16 06:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 07:00:00,1.08009,1.08017,1.07934,1.0794,3731.0,2025-09-16 07:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 08:00:00,1.07938,1.08006,1.07922,1.07941,3194.0,2025-09-16 08:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 09:00:00,1.07942,1.07978,1.07872,1.07925,4105.0,2025-09-16 09:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 10:00:00,1.07922,1.07933,1.0779,1.07802,3674.0,2025-09-16 10:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 11:00:00,1.07803,1.07883,1.07772,1.07809,3715.0,2025-09-16 11:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 12:00:00,1.07809,1.07938,1.07756,1.07868,5821.0,2025-09-16 12:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 13:00:00,1.07868,1.0788,1.07697,1.07754,5706.0,2025-09-16 13:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 14:00:00,1.07753,1.07758,1.07542,1.0755,6732.0,2025-09-16 14:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 15:00:00,1.07551,1.07576,1.07465,1.07535,4300.0,2025-09-16 15:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 16:00:00,1.07536,1.07536,1.07375,1.07383,3877.0,2025-09-16 16:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 17:00:00,1.07382,1.07413,1.07299,1.07377,4079.0,2025-09-16 17:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 18:00:00,1.07377,1.0741,1.0734,1.07377,3726.0,2025-09-16 18:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 19:00:00,1.07377,1.07402,1.07335,1.07338,2609.0,2025-09-16 19:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 20:00:00,1.07337,1.0735,1.07169,1.07215,2954.0,2025-09-16 20:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 21:00:00,1.07235,1.07273,1.07105,1.07261,2085.0,2025-09-16 21:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 22:00:00,1.07237,1.07332,1.07221,1.07313,2009.0,2025-09-16 22:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-16 23:00:00,1.07314,1.07318,1.0729,1.07293,1691.0,2025-09-16 23:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 00:00:00,1.07292,1.07348,1.07286,1.07326,3371.0,2025-09-17 00:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 01:00:00,1.07328,1.07367,1.07327,1.07336,2988.0,2025-09-17 01:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 02:00:00,1.07335,1.07346,1.07311,1.07326,2155.0,2025-09-17 02:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 03:00:00,1.07325,1.07378,1.07324,1.07363,1975.0,2025-09-17 03:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 04:00:00,1.07362,1.07386,1.07343,1.07355,1758.0,2025-09-17 04:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 05:00:00,1.07355,1.07419,1.07347,1.07394,2353.0,2025-09-17 05:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 06:00:00,1.0739,1.0743,1.07292,1.07322,3445.0,2025-09-17 06:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 07:00:00,1.07322,1.0741,1.07301,1.07397,3492.0,2025-09-17 07:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 08:00:00,1.07399,1.07411,1.07327,1.07328,3058.0,2025-09-17 08:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 09:00:00,1.07327,1.07408,1.07316,1.07342,2798.0,2025-09-17 09:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 10:00:00,1.07344,1.07421,1.07327,1.07346,2755.0,2025-09-17 10:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 11:00:00,1.07348,1.07366,1.07275,1.07358,2429.0,2025-09-17 11:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 12:00:00,1.07358,1.07474,1.07357,1.07433,3182.0,2025-09-17 12:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 13:00:00,1.07434,1.07501,1.07389,1.07487,3874.0,2025-09-17 13:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 14:00:00,1.07487,1.07494,1.07401,1.07464,4164.0,2025-09-17 14:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 15:00:00,1.07465,1.07538,1.07454,1.07508,3106.0,2025-09-17 15:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 16:00:00,1.07508,1.07547,1.07499,1.07532,2572.0,2025-09-17 16:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 17:00:00,1.07533,1.07566,1.07393,1.07506,2928.0,2025-09-17 17:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 18:00:00,1.07509,1.07584,1.07334,1.07548,16549.0,2025-09-17 18:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 19:00:00,1.07545,1.07582,1.0748,1.07515,10079.0,2025-09-17 19:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 20:00:00,1.07513,1.07534,1.07406,1.07453,4881.0,2025-09-17 20:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 21:00:00,1.07213,1.07489,1.07203,1.07461,1836.0,2025-09-17 21:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 22:00:00,1.07437,1.07504,1.07402,1.07475,2383.0,2025-09-17 22:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-17 23:00:00,1.07476,1.07481,1.07435,1.07443,2245.0,2025-09-17 23:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 00:00:00,1.07444,1.07486,1.07434,1.07456,3868.0,2025-09-18 00:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 01:00:00,1.07455,1.07489,1.07437,1.07485,4375.0,2025-09-18 01:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 02:00:00,1.07486,1.07535,1.07486,1.07529,3308.0,2025-09-18 02:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 03:00:00,1.07528,1.07567,1.07508,1.07556,2399.0,2025-09-18 03:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 04:00:00,1.07558,1.07578,1.07507,1.07572,2799.0,2025-09-18 04:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 05:00:00,1.07572,1.07602,1.07488,1.07502,3622.0,2025-09-18 05:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 06:00:00,1.075,1.07579,1.07491,1.07564,4533.0,2025-09-18 06:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 07:00:00,1.07563,1.07587,1.07502,1.0753,5600.0,2025-09-18 07:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 08:00:00,1.07529,1.07677,1.07501,1.0762,4446.0,2025-09-18 08:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 09:00:00,1.0762,1.07639,1.07452,1.07493,4360.0,2025-09-18 09:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 10:00:00,1.07492,1.07583,1.0747,1.07535,3461.0,2025-09-18 10:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 11:00:00,1.07525,1.07651,1.07404,1.07457,5237.0,2025-09-18 11:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 12:00:00,1.07456,1.07553,1.0734,1.07528,6060.0,2025-09-18 12:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 13:00:00,1.07529,1.07555,1.07357,1.07423,8063.0,2025-09-18 13:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 14:00:00,1.07424,1.07489,1.07358,1.07371,7897.0,2025-09-18 14:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 15:00:00,1.0737,1.07402,1.07274,1.07395,5635.0,2025-09-18 15:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 16:00:00,1.07396,1.07441,1.07361,1.0737,4645.0,2025-09-18 16:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 17:00:00,1.0737,1.07424,1.07358,1.07397,4115.0,2025-09-18 17:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 18:00:00,1.07398,1.07416,1.07353,1.07367,3027.0,2025-09-18 18:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 19:00:00,1.07365,1.0742,1.07341,1.07395,2021.0,2025-09-18 19:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 20:00:00,1.07395,1.07427,1.07356,1.07381,2716.0,2025-09-18 20:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 21:00:00,1.07023,1.07352,1.06894,1.07292,2606.0,2025-09-18 21:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 22:00:00,1.07276,1.07468,1.07276,1.07401,5715.0,2025-09-18 22:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-18 23:00:00,1.07401,1.07425,1.07389,1.07418,1720.0,2025-09-18 23:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-19 00:00:00,1.07419,1.07429,1.07335,1.07356,3594.0,2025-09-19 00:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-19 01:00:00,1.07356,1.07416,1.07348,1.07381,3324.0,2025-09-19 01:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-19 02:00:00,1.07381,1.07406,1.07332,1.07399,3052.0,2025-09-19 02:00:00+00:00,H1
CAPITALCOM:GBPCHF,60,2025-09-19 03:00:00,1.07401,1.07424,1.07376,1.07391,4079.0,2025-09-19 03:00:00+00:00,H1
CAPITALCOM:GBPJPY,1,2025-09-19 03:17:00,200.433,200.442,200.427,200.433,115.0,2025-09-19 03:17:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:18:00,200.434,200.434,200.412,200.417,84.0,2025-09-19 03:18:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:19:00,200.416,200.44,200.415,200.421,133.0,2025-09-19 03:19:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:20:00,200.42,200.421,200.394,200.403,157.0,2025-09-19 03:20:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:21:00,200.403,200.403,200.366,200.39,127.0,2025-09-19 03:21:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:22:00,200.389,200.394,200.352,200.394,187.0,2025-09-19 03:22:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:23:00,200.394,200.395,200.348,200.352,198.0,2025-09-19 03:23:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:24:00,200.351,200.378,200.351,200.37,212.0,2025-09-19 03:24:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:25:00,200.37,200.396,200.364,200.393,138.0,2025-09-19 03:25:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:26:00,200.39,200.39,200.349,200.354,116.0,2025-09-19 03:26:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:27:00,200.353,200.395,200.353,200.382,113.0,2025-09-19 03:27:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:28:00,200.383,200.386,200.366,200.38,156.0,2025-09-19 03:28:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:29:00,200.381,200.384,200.365,200.377,154.0,2025-09-19 03:29:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:30:00,200.376,200.376,200.341,200.345,173.0,2025-09-19 03:30:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:31:00,200.344,200.344,200.282,200.291,186.0,2025-09-19 03:31:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:32:00,200.29,200.292,200.261,200.29,158.0,2025-09-19 03:32:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:33:00,200.291,200.33,200.291,200.324,176.0,2025-09-19 03:33:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:34:00,200.323,200.323,200.307,200.311,90.0,2025-09-19 03:34:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:35:00,200.309,200.309,200.274,200.274,119.0,2025-09-19 03:35:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:36:00,200.275,200.279,200.248,200.263,119.0,2025-09-19 03:36:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:37:00,200.26,200.307,200.253,200.303,179.0,2025-09-19 03:37:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:38:00,200.302,200.313,200.256,200.275,124.0,2025-09-19 03:38:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:39:00,200.274,200.277,200.249,200.249,155.0,2025-09-19 03:39:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:40:00,200.248,200.252,200.211,200.216,88.0,2025-09-19 03:40:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:41:00,200.216,200.224,200.199,200.216,83.0,2025-09-19 03:41:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:42:00,200.215,200.216,200.171,200.175,117.0,2025-09-19 03:42:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:43:00,200.174,200.206,200.147,200.204,195.0,2025-09-19 03:43:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:44:00,200.203,200.207,200.175,200.193,128.0,2025-09-19 03:44:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:45:00,200.193,200.193,200.161,200.184,60.0,2025-09-19 03:45:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:46:00,200.184,200.191,200.149,200.161,81.0,2025-09-19 03:46:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:47:00,200.161,200.359,199.938,199.939,473.0,2025-09-19 03:47:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:48:00,199.948,199.993,199.78,199.895,440.0,2025-09-19 03:48:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:49:00,199.897,200.015,199.871,199.991,405.0,2025-09-19 03:49:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:50:00,199.99,200.043,199.939,200.023,333.0,2025-09-19 03:50:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:51:00,200.032,200.161,200.002,200.058,369.0,2025-09-19 03:51:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:52:00,200.059,200.059,199.987,199.996,296.0,2025-09-19 03:52:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:53:00,199.995,200.069,199.991,200.049,324.0,2025-09-19 03:53:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:54:00,200.052,200.063,199.992,200.019,263.0,2025-09-19 03:54:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:55:00,200.018,200.035,199.949,199.953,290.0,2025-09-19 03:55:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:56:00,199.952,199.985,199.938,199.954,256.0,2025-09-19 03:56:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:57:00,199.948,200.054,199.939,200.046,283.0,2025-09-19 03:57:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:58:00,200.045,200.063,200.018,200.02,298.0,2025-09-19 03:58:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 03:59:00,200.02,200.034,200.01,200.033,272.0,2025-09-19 03:59:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:00:00,200.031,200.038,199.875,199.913,378.0,2025-09-19 04:00:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:01:00,199.914,199.914,199.839,199.852,291.0,2025-09-19 04:01:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:02:00,199.852,199.89,199.829,199.855,321.0,2025-09-19 04:02:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:03:00,199.854,199.857,199.785,199.787,214.0,2025-09-19 04:03:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:04:00,199.786,199.811,199.76,199.81,318.0,2025-09-19 04:04:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:05:00,199.809,199.826,199.743,199.763,337.0,2025-09-19 04:05:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:06:00,199.764,199.764,199.7,199.707,293.0,2025-09-19 04:06:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:07:00,199.708,199.708,199.633,199.646,249.0,2025-09-19 04:07:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:08:00,199.646,199.735,199.645,199.725,282.0,2025-09-19 04:08:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:09:00,199.726,199.736,199.687,199.702,270.0,2025-09-19 04:09:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:10:00,199.702,199.715,199.61,199.624,252.0,2025-09-19 04:10:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:11:00,199.624,199.626,199.566,199.624,284.0,2025-09-19 04:11:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:12:00,199.622,199.701,199.612,199.695,246.0,2025-09-19 04:12:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:13:00,199.695,199.695,199.635,199.635,228.0,2025-09-19 04:13:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:14:00,199.63,199.63,199.577,199.579,257.0,2025-09-19 04:14:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:15:00,199.58,199.592,199.544,199.565,274.0,2025-09-19 04:15:00+00:00,M1
CAPITALCOM:GBPJPY,1,2025-09-19 04:16:00,199.565,199.639,199.564,199.63,196.0,2025-09-19 04:16:00+00:00,M1
